"sim_idx","method","converged","calibrated","n","prevalence","incub","true_beta","pred_beta","err_beta_pct","true_R0","pred_R0","err_R0_pct","mae","rmse","smape","pearson_r","peak_day_true","peak_day_pred","peak_day_err","peak_size_true","peak_size_pred","rel_peak_err","dieout_pred","time_sec","cpu_sec","n_evals","n_model_runs"
11697,"ABC",TRUE,"beta",8466,0.029529884,5.3476887,0.25830296,0.268477859101297,3.93913374508199,2.16169493687136,2.24684699192505,3.93913375850979,2.15384615384615,5.03763310025127,19.4130101676596,0.991337476091752,44,46,2,155,134,13.5483870093652,0,NA,NA,NA,400
11697,"ABC-SMC",TRUE,"beta",8466,0.029529884,5.3476887,0.25830296,0.391225029839794,51.4597545940613,2.16169493687136,3.2740978507642,51.4597547694785,13.9065934065934,31.8021657635568,55.4469622557141,0.829388126777997,44,34,10,155,232,49.6774190343392,0,NA,NA,NA,400
11697,"NelderMead",TRUE,"beta",8466,0.029529884,5.3476887,0.25830296,10.0005,3771.61647790789,2.16169493687136,83.6925376936528,3771.61649076466,36.2019230769231,120.124417529548,79.3653306539217,0.104071462624319,44,8,36,155,1041,571.612899537981,0,NA,NA,NA,400
11697,"DE",TRUE,"beta",8466,0.029529884,5.3476887,0.25830296,0.25788290481499,0.162621126518963,2.16169493687136,2.15817956419951,0.162621127073309,1.97664835164835,4.48647234093046,17.6028762490003,0.992417851284971,44,46,2,155,124,19.9999998709677,0,NA,NA,NA,400
11697,"BiLSTM",TRUE,"beta",8466,0.029529884,5.3476887,0.25830296,0.26723238825798,3.45695930987811,2.16169493687136,2.23642385153201,3.45695932166226,2.10851648351648,4.86613380845186,19.3047632023455,0.991716786414574,44,43,1,155,133,14.1935482955255,0,NA,NA,NA,400
11698,"ABC",TRUE,"beta",6963,0.025563695,17.581013,0.42107436,0.432760840312832,2.77539584340354,3.3467457175181,3.43963115927197,2.77539584916548,2.16620879120879,4.23640359085574,27.1110174008541,0.989735455701276,64,64,0,124,99,20.1612901599896,0,NA,NA,NA,400
11698,"ABC-SMC",TRUE,"beta",6963,0.025563695,17.581013,0.42107436,0.481941529364996,14.4552067289122,3.3467457175181,3.83052473082527,14.4552067589224,3.69230769230769,7.20290692233824,34.0057344925582,0.976076141080323,64,58,6,124,109,12.0967740959938,0,NA,NA,NA,400
11698,"NelderMead",TRUE,"beta",6963,0.025563695,17.581013,0.42107436,10.0005,2274.99618291886,3.3467457175181,79.4850832238746,2274.99618764194,26.0714285714286,57.4148198504666,94.5718861241844,0.155278015343926,64,12,52,124,308,148.387095577523,0,NA,NA,NA,400
11698,"DE",TRUE,"beta",6963,0.025563695,17.581013,0.42107436,0.423899581928472,0.670955581755786,3.3467457175181,3.36920089477029,0.670955583148734,2.10164835164835,4.04728236048518,25.506062807332,0.990351205240158,64,63,1,124,97,21.7741933727888,0,NA,NA,NA,400
11698,"BiLSTM",TRUE,"beta",6963,0.025563695,17.581013,0.42107436,0.40867605805397,2.94444475711729,3.3467457175181,3.24820263847056,2.94444476323021,2.39972527472527,4.60776041520781,26.9225674557969,0.987409492733946,64,67,3,124,93.5,24.5967739951873,0,NA,NA,NA,400
11720,"ABC",TRUE,"beta",6425,0.24902724,19.025692,0.22489396,0.268060650179406,19.1942415827724,1.30621073711992,1.55692798269765,19.1942416534258,2.15247252747253,4.14412400107233,33.3533655422536,0.983822480046034,2,2,0,99,80,19.1919189980614,0,NA,NA,NA,400
11720,"ABC-SMC",TRUE,"beta",6425,0.24902724,19.025692,0.22489396,0.449459619786232,99.8540195511217,1.30621073711992,2.61051466774213,99.854019918681,5.55357142857143,11.7367823716537,47.2582600171166,0.963282416122482,2,23,21,99,94,5.05050499948985,0,NA,NA,NA,400
11720,"NelderMead",TRUE,"beta",6425,0.24902724,19.025692,0.22489396,10.0005,4346.76235703812,1.30621073711992,58.0840876143038,4346.76237303841,12.0247252747253,33.8562734621998,81.4196778778322,0.828917420982273,2,8,6,99,267,169.696967982859,0,NA,NA,NA,400
11720,"DE",TRUE,"beta",6425,0.24902724,19.025692,0.22489396,0.233613296074435,3.87708768864408,1.30621073711992,1.35685367302173,3.87708770291551,1.8021978021978,3.41739248968734,31.2675202386532,0.98558094242471,2,2,0,99,80,19.1919189980614,0,NA,NA,NA,400
11720,"BiLSTM",TRUE,"beta",6425,0.24902724,19.025692,0.22489396,0.211969017982483,5.74712720610452,1.30621073711992,1.23114114414404,5.74712722725951,1.9739010989011,3.68086453652722,34.5540432267122,0.985078830186427,2,2,0,99,80,19.1919189980614,0,NA,NA,NA,400
11750,"ABC",TRUE,"beta",5350,0.37102804,19.960573,0.54476637,3.59006217976306,559.00950790574,2.944286477735,19.4031278584693,559.009508742023,6.34615384615385,17.1146746364659,42.2310936887701,0.905330165147501,3,10,7,109,183,67.8899076340376,0,NA,NA,NA,400
11750,"ABC-SMC",TRUE,"beta",5350,0.37102804,19.960573,0.54476637,0.621926366537329,14.1638692556757,2.944286477735,3.36131136571943,14.1638692768649,1.89423076923077,4.62041278304377,19.8142250576633,0.987877415119728,3,16,13,109,102,6.42201828970625,0,NA,NA,NA,400
11750,"NelderMead",TRUE,"beta",5350,0.37102804,19.960573,0.54476637,10.0005,1735.74106871586,2.944286477735,54.0494761462402,1735.74107131254,7.12912087912088,19.9111004988906,45.121794297096,0.878950115322561,3,7,4,109,213,95.4128431613501,0,NA,NA,NA,400
11750,"DE",TRUE,"beta",5350,0.37102804,19.960573,0.54476637,0.513073955244508,5.81761585196895,2.944286477735,2.77299920056449,5.81761586067216,1.64148351648352,4.00180247849929,17.0578479688908,0.98960542221268,3,2,1,109,94,13.7614677636563,0,NA,NA,NA,400
11750,"BiLSTM",TRUE,"beta",5350,0.37102804,19.960573,0.54476637,0.510121822357178,6.35952391466953,2.944286477735,2.75704387472335,6.35952392418343,1.63598901098901,4.01191563133711,17.1038365922196,0.989574952697696,3,2,1,109,94,13.7614677636563,0,NA,NA,NA,400
11764,"ABC",TRUE,"beta",9423,0.07067813,13.27094,0.70371497,0.781140666630336,11.0024228304127,4.41740112689354,4.90342227768043,11.0024228435567,3.57005494505495,8.99797748947501,17.4775016548802,0.98962705786029,33,30,3,240,242.5,1.04166666232639,0,NA,NA,NA,400
11764,"ABC-SMC",TRUE,"beta",9423,0.07067813,13.27094,0.70371497,0.758747041191792,7.8202217459705,4.41740112689354,4.7628516909165,7.82022175531293,3.06593406593407,7.75500547324822,16.7539437887486,0.992030660039337,33,31,2,240,241,0.416666664930556,0,NA,NA,NA,400
11764,"NelderMead",TRUE,"beta",9423,0.07067813,13.27094,0.70371497,10.0005,1321.10093050728,4.41740112689354,62.7757286014518,1321.10093208553,25.8777472527473,73.5324132386752,50.6203245390111,0.518687561503374,33,9,24,240,536,123.333332819444,0,NA,NA,NA,400
11764,"DE",TRUE,"beta",9423,0.07067813,13.27094,0.70371497,0.689335314968117,2.04339194481669,4.41740112689354,4.32713630796808,2.04339194725783,2.14423076923077,5.03101643543592,15.0181328554145,0.996012600044568,33,32,1,240,224,6.66666663888889,0,NA,NA,NA,400
11764,"BiLSTM",TRUE,"beta",9423,0.07067813,13.27094,0.70371497,0.666617155075073,5.2717103449156,4.41740112689354,4.18452853437975,5.27171035121347,2.10576923076923,5.13773210753453,16.0002565353003,0.995712645961773,33,32,1,240,216,9.99999995833333,0,NA,NA,NA,400
11771,"ABC",TRUE,"beta",7499,0.13268436,14.80774,0.5317524,0.720142918239989,35.4282402647748,4.91954783106511,6.66245705987305,35.4282403241988,4.57967032967033,11.3058139278616,24.0377683809218,0.975266586504977,29,25,4,172,199,15.6976743273391,0,NA,NA,NA,400
11771,"ABC-SMC",TRUE,"beta",7499,0.13268436,14.80774,0.5317524,0.589024015427497,10.7703538939915,4.91954783106511,5.44940054345143,10.7703539120567,2.41208791208791,5.78708774906555,18.0453143620705,0.992574727163198,29,27,2,172,176,2.32558138182802,0,NA,NA,NA,400
11771,"NelderMead",TRUE,"beta",7499,0.13268436,14.80774,0.5317524,10.0005,1780.66851831667,4.91954783106511,92.5203874671118,1780.66852130339,17.6332417582418,50.0259342082344,50.3810056684362,0.627265040186509,29,8,21,172,392,127.906976000541,0,NA,NA,NA,400
11771,"DE",TRUE,"beta",7499,0.13268436,14.80774,0.5317524,0.509705895631712,4.14600936955394,4.91954783106511,4.71558291666589,4.14600937650805,1.78983516483516,4.25774988297035,17.6816247614292,0.995076098669597,29,29,0,172,161,6.39534880002704,0,NA,NA,NA,400
11771,"BiLSTM",TRUE,"beta",7499,0.13268436,14.80774,0.5317524,0.512566745281219,3.60800528266548,4.91954783106511,4.74205028510323,3.6080052887172,1.75961538461538,4.13549696709297,16.9723456150581,0.995357264127386,29,29,0,172,162,5.81395345457004,0,NA,NA,NA,400
11799,"ABC",TRUE,"beta",9294,0.02528513,16.442434,0.3413669,0.338247869621913,0.913688576411505,2.72406293403003,2.69917348211463,0.913688578752638,2.78296703296703,5.1455464580206,28.3590862858862,0.98818047159087,79,75,4,130,105,19.2307690828402,0,NA,NA,NA,400
